Date,Time,Location,Latitude,Longitude,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground,Summary
12/30/1945,21:13,"New York City, New York",51.8227556,0.0553949,Eastern Air Lines,14,Philadelphia - New York City,Douglas DC-3,NC18l23,1999,12,9,3,1,1,0,0,"The pilot, in the belief that he was encountering engine trouble, attempted a landing despite a landing approach which was too high and too fast. Initial contact with the runway was made at a point which provided insufficient room for a landing roll and at an airspeed considerable in excess of normal. The pilot was unable to bring the aircraft to a stop in time to avoid overshooting the runway. The decision of the pilot in attempting a landing from an approach which was too high and too fast."
1/6/1946,3:59,"Birmingham, Alabama",45.9371788,-0.9620646,Pennsylvania Central Airlines,105,"New York City - Birmingham, AL",Douglas DC-3,N21786,4131,11,7,4,3,0,3,0,"In worsening weather conditions, the plane landed fast and high while making an instrument approach to Birmingham, overran the runway, crashed through the barrier fence and into a creek. The action of the pilot in committing himself to a landing from an approach which was too high and too fast."
1/9/1946,,"Changchun, China",27.6648274,-81.5157535,Military - Chinese Air Force,,,Douglas C-47,,,18,NULL,NULL,18,NULL,NULL,0,
1/14/1946,,"Near Netrubezh, Russia",25.03428,-77.39628,Aeroflot,,"Kharkov, Ukraine - Moscow",Lisunov Li-2,SSSR-4150,,22,17,5,22,17,5,0,Experienced severe icing resulting in buffeting and structural failure.
1/15/1946,18:25,"Marseilles, France",45.7827769,-108.5045938,Military -Royal Air Force,,,Douglas C-47 Dakota,KN557,33171,25,21,4,23,19,4,0,Crashed into a mountainside in a snowstorm.
1/18/1946,11:03,"Cheshire, Connecticut",59.9666667,10.6666667,Eastern Air Lines,16B,New York - Boston,Douglas DC-3-201E,NC19970,3254,17,14,3,17,14,3,0,"The aircraft lost control and spiraled into the ground after the No. 1 engine caught on fire and the left wing separated from the aircraft. The fire, caused by the failure of a fuel line or fuel line connection, led to failure of the left wing."
1/19/1946,,"Crowsnest Pass, Alberta, Canada",4.362156,18.5827765,Mililtary - Royal Canadian Air Force,,"Comox, BC - Greenwood,NS",Douglas DC-3 Dakota,,,7,0,7,7,0,7,0,Collided with Mt. Ptolemy while en route.
1/30/1946,,"Near Le Mans, France",69.4065274,86.1763817,Military - Royal Air Force,,,Douglas C-47B,KN500,16277/33025,11,NULL,NULL,11,NULL,NULL,0,
1/31/1946,2:47,"Mt. Elk, Wyoming",40.7127753,-74.0059728,United Air Lines,14,Boise - Denver,Douglas DC-3-194H,NC25675,2147,21,18,3,21,18,3,0,"The aircraft crashed into Elk Mountain after the crew made an unauthorized deviation from the prescribed route at an altitude insufficient to assure adequate clearance over Elk Mountain. Flight had originally filed for 13,000 ft.  But later amended the flight plan to 11,000 ft. Elk Mountain is 11,152 ft. MSL."
2/5/1946,,"Negros, Philippines",33.5185892,-86.8103567,Military - U.S. Army Air Forces,,Iloilo - Cebu,Douglas C-47,,,20,16,4,20,16,4,0,Crashed into mountainous terrain while en route.
2/21/1946,,"Charlottetown, PE, Canada",43.8160199,125.32357,British Overseas Airways,,,Consolidated 32-2 Liberator II,G-AGEM,26,14,NULL,NULL,1,NULL,NULL,0,Crashed while attempting to land. Icing.
3/3/1946,8:12,"Live Oak Springs, California",52.1541039,36.8163088,American Airlines,6-103,Dallas - Tucon - San Diego,Douglas DC-3-227B,NC21799,2203,27,24,3,27,24,3,0,"While on approach to San Diego, the aircraft flew into Tierra Blanca Mountain at an altitude of 4,500 feet in fog, exploded and burned. The crew descended into instrument conditions to an altitude below that required to maintain clearance over Thing Mountain. The reason for the descent was not determined."
3/5/1946,17:00,"Near Prague, Czechoslovakia",43.3025742,5.3690743,Ceskoslovenske Aerolinie,,Paris - Prauge,Junkers JU-52/3m,OK-ZDN,,15,11,4,12,10,2,0,Crashed and burned while approaching Ruzyne Aerodome to land after experiencing engine problems.
3/10/1946,20:55,"Off Hobart, Tasmania",41.5083668,-72.9106202,Australian National Airways,,Hobart - Melbourne,Douglas DC-3 (C-47DL),VH-AET,6013,25,21,4,25,21,4,0,The aircraft crashed 10 mins after takeoff from Hobart. Inadvertent engagement of the autopilot instead of the fuel crossfeed.
3/17/1946,,"Near Nanking, China",49.6061343,-114.520425,Military - Chinese Air Force,,Shanghai - Nanking,NULL,,,20,NULL,NULL,20,NULL,NULL,0,Crashed into mountainous terrain in low visibility while en route.
3/18/1946,,"Between Chungking and Shanghai, China",48.0057867,0.2015378,China National Aviation Corporation,,Chunking - Shanghai,NULL,139,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Disappeared while en route. Plane never located.
3/19/1946,11:45,"Hobart Mills, California",43.0759678,-107.2902839,Military - U.S. Army Air Forces,,"Stockton, CA - Ogden, UT",Douglas C-47B,45-1085,,26,23,3,26,23,3,0,The aircraft lost its right wing and disintegrated over Donner Summit for reasons unknown.
3/23/1946,,"Off Ceylon, Cocos Islands, Indian Ocean",9.7150631,122.8986812,British Overseas Airways /Qantas,,Karachi - Australia,Avro 691 Lancastrian 1,G-AGLX,1178,10,5,5,10,5,5,0,Disappeared between Ceylon and the Cocos Islands while en route. Aircraft owned by BOAC and operated by both airlines on Sydney-London services (BOAC crews operated London-Karachi and Qantas crews Karachi-Sydney).
4/1/1946,10:00,"near Craigavad, Northern Ireland",46.23824,-63.1310704,Railway Air Services Ltd.,,Liverpool - Belfast,de Hvilland 89A Dragon Rapide,G-AERZ,,6,4,2,6,4,2,0,Crashed 5 miles north northeast of belfast while attempting to land in advese weather. Pilot error. The pilot failed to maintain a course necessary to avoid higher terrain.
4/5/1946,11:15,"Rabat, Malta",32.6906137,-116.334462,Military - Royal British Navy,,,Vickers Wellington bomber,HE-274,,4,0,4,4,0,4,16,"The Wellington was engaged in exercises with a Spitfire fighter. The fighter was using the Wellington as a dummy target and the Wellington was to take evasive action. When the bomber was between 4,000 and 5,000 feet altitude, it turned to port and started diving at 20 degrees. It kept on loosing altitude till it crashed into houses in the center of Rabat. No distress signal was transmitted to either the fighter pilot or ground control.  The probable cause of the accident was leakage of hydraulic fluid which somehow heated and released fumes in the cockpit rendering the crew unconcious."
4/8/1946,,"Near Shensi, China",50.0755381,14.4378005,,,Shensi - Yenan,NULL,,,14,11,3,14,11,3,0,
4/22/1946,,"La Liberiad, Nicaragua",-42.8826055,147.3257196,TACA,,La Liberiad - Managua,Lockheed 14 Super Electra,AN-ACC,,21,18,3,20,17,3,0,Crashed on takeoff.
4/30/1946,,"Pindi-Khut ,India",32.0583799,118.79647,Military - Royal Air Force,,,Douglas C-47A,FZ559,12094,12,NULL,NULL,12,NULL,NULL,0,Broke up in midair and crashed.
5/10/1946,,"Munson, Florida",31.230416,121.473701,Military U.S. Navy / Military - U.S. Navy,,,PBY4-2 Privateer / PB4Y-2 Privateer,,,28,NULL,NULL,28,NULL,NULL,0,Collided in midair while a fighter made practice diving maneuvers on the formation.
5/16/1946,1:00,"Richmond, Virginia",39.4004621,-120.183811,Viking Air Transport,,Richmond - Atlanta,Douglas DC-3,NC53218,19626,27,25,2,27,25,2,0,"Engine trouble after takeoff forced the crew to return to Richmond. While the crew was attempting to land a second time, an engine was shut down because it was running rough. The pilot apparently shut down the wrong engine. The plane stalled and crashed to earth, nose first. Inability of the crew to maintain adequate control of the aircraft to effect an emergency single-engine instrument approach under adverse weather conditions."
5/22/1946,13:00,"Oslo, Norway",-33.137551,81.826172,DNL Norwegian Air Lines,,Oslo - Stockholm,Junkers JU-52/3m,LN-LAB,6048,14,11,3,13,10,3,0,Crashed into Oslo Fjord shortly after takeoff. Engine trouble forced the plane back but it stalled and crashed into trees and a house.
6/1/1946,7:40,"Off Amalfi, Italy",54.658362,-5.7741882,Military - U.S. Army Air Forces,,Cairo - Rome,Douglas C-54-DO (DC-4),44-9078,27304,38,30,8,30,26,4,0,"A fire of undetermined origin erupted in the cockpit. The crew  was unable to control the smoke and flames, lost control and the aircraft and crashed. Eight aboard parachuted to safety."
6/9/1946,10:30,"Taboga Island, Panama",35.8820069,14.3987985,Military - U.S. Army Air Forces,,,Douglas C-54D-DC (DC-4),43-17231,22181,23,17,6,23,17,6,0,Crashed into a summit after flying below the prescribed altitude.
6/9/1946,13:15,"Near Abeokuta, Nigeria",34.2648599,108.95424,Military -Royal Air Force,,Kano - Ikeja,Douglas C-47 Dakota,KG747,25291,18,12,6,18,12,6,0,"Flying low to avoid poor weather, the aircraft crashed while en route from Kano to Ikeja."
6/29/1946,,Off Malaya,12.2153659,-85.1660825,Military - Royal Air Force,,,Douglas C-47B,KJ918,14641/26086,18,NULL,NULL,18,NULL,NULL,0,Disappeared.
6/29/1946,,"Pau, France",26.1617108,83.9625195,Air France,,,Junkers Ju-52/3m,F-BAJS,AAC020,3,0,3,2,0,2,0,The cargo  plane struck power lines and crashed while attempting to take off.
7/9/1946,20:10,"Holyoke, Massachusetts",30.85067,-86.87484,Military - U.S. Army Air Forces,,,Boeing B17G,43-39136,,25,21,4,25,21,4,0,Struck a slope on Mt. Tom during an approach to land at Westover Field.
7/11/1946,,"Reading, Pennsylvania",37.5407246,-77.4360481,Trans Continental and Western Air,513,Training flight,Lockheed L-049 Constellation,NC86513,2040,6,0,6,5,0,5,0,"The flight crashed due to an in-flight fire caused by failure of a generator lead-through stud installation in the baggage compartment causing intense heat due to electrical arching, ignition of fuselage insulation and  creation of smoke rendering the crew incapable of controlling the aircraft. The plane crashed into powerlines and trees and burst into flames. The accident led to a 30-day grounding of all L-049s. The plane was named Star of Lisbon. Training flight."
7/13/1946,,"Tsinan, China",59.9138688,10.7522454,Central Air Transport,,,Curtiss C-46,,,49,47,2,13,11,2,0,The aircraft crashed 1 mile from the airfield shortly after takeoff due to engine failure.
7/17/1946,,"Cuenca, Ecuador",40.6338303,14.6027661,ANDESA,,Guayaquil - Cuenca,Curtiss C-46D-10-CU,HC-SCA,32982,30,27,3,30,27,3,0,Overshot the runway. The pilot was unable to regain altitude and the plane crashed into a hill and burst into flames.
7/18/1946,21:10,"Goodland, Kansas",8.7871912,-79.5575342,Military - U.S. Army Air Corps,,Topeka - Denver,Douglas C-47,,,13,10,3,13,10,3,0,Crashed into a field during a thunder and lightning storm.
7/20/1946,12:15,Off the Panama coast,7.147502,3.3619356,Military -  (2) U.S. Army Air Forces,,,Boeing B-17G / Boeing B-17G,4485624/4485626,,20,NULL,NULL,20,NULL,NULL,0,"The two aircraft collided in midair, 20 miles north of the Panamanian island of Coiba while searching for a missing plane. Ten died aboard each aircraft."
7/25/1946,,"Bassein, Burma",,,Military -Royal Air Force,,,Douglas C-47 Dakota,KN585,33219,22,18,4,22,18,4,0,Crashed into a swamp soon after taking off after suffering structural failure of the left wing in adverse weather conditions.
7/26/1946,8:30,"Near Huatesco, Veracruz, Mexico",43.2951,-0.370797,Communicaciones Aereos de veracruz,,Jalapa - Cordoba,Fairchild Pilgrim 100A,XA-DEJ,,9,NULL,NULL,9,NULL,NULL,0,"Returned to the airport after suffering engine failure, the plane crashed 40 miles southeast of Jalapa."
8/7/1946,,"Oslo, Norway",42.2042586,-72.6162009,British European Airways,,Northolt - Oslo,Douglas C-47A-10-DK,G-AHCS,12348,16,11,5,3,0,3,0,"Flew into trees on Mistberget mountain at 2,000ft. while on approach to Oslo. Pilot error. Descended too early.  Inexperience in radio range flying and inadequate equipment."
8/9/1946,,"Lakehurst, New Jersey",40.3369615,-75.9214385,Atlantic Central Airlines,,Atlantic City - Newark,Lockheed 18-56 Lodestar,,,6,4,2,4,2,2,0,Crashed and burned while attempting to glide in for an emergency landing at Lakhurst Field.
8/14/1946,,"Malta-Luqa, Malta",36.6518399,117.12009,BOAC,,,Douglas C-47A,G-AGHT,10103,5,0,5,1,0,1,0,"The port engine and, later, the starboard engine failed as the result of fuel starvation. Circumstantial evidence suggests strongly that this was caused by the inadvertent selection of the auxiliary fuel tanks which at that time contained only a small amount of fuel."
8/20/1946,6:15,"Rouen, France",-2.9001285,-79.0058965,British Overseas Airways,,Palestine - London,Avro 691 Lancastrian 1,G-AGMF,1186,9,0,9,8,0,8,0,Descended through clouds and crashed. Premature descent by the crew without establishing their position.  Training flight.
8/21/1946,4:19,"Moline, Illinois",39.350833,-101.7101722,Trans Luxury Airlines,878,Teterboro - Chicago - San Francisco,Douglas C-47-DL,N51878,4542,25,22,3,2,0,2,0,"While the aircraft was flying near Moline, the No. 1 engine failed. The prop was feathered and a descent initiated for an emergency landing.The aircraft overshot the landing and a  go-around was executed. A left turn was made with the gear and flaps extended. The left wing touched the ground and the aircraft cartwheeled. The engine failure was caused by a No. 5 cylinder fracture."
8/24/1946,,"Cairo, Egypt",8.537981,-80.782127,Misrair,,,Avro Anson,SU-ADJ,1272,9,NULL,NULL,6,NULL,NULL,0,Crashed and caught fire.
8/31/1946,,"Near Prince Rupert, British Columbia, Canada",16.7753609,94.7381013,Queen Charlotte Airlines,,Stewart - Prince Rupert,Supermarine Stranraer (flying boat),CF-BYL,,7,3,4,7,3,4,0,Crashed in Chatham Sound while preparing to land in heavy fog.
9/3/1946,17:00,"Holtug, Denmark",19.1508248,-96.9624892,Air France,,Copenhagen - Paris,Douglas DC-3 (C-53D-DO),F-BADB,11714,22,17,5,22,17,5,0,"Shortly after takeoff, the aircraft crashed into a field 40 miles south of Copenhagen, exploding and bursting into flames. One of the engines had caught fire prior to the crash resulting from a fuel leak."
9/4/1946,9:15,"Le Bourget, France",59.9138688,10.7522454,Air France,,Paris - Croydon,Douglas DC-3,F-BAXD,42975,26,21,5,20,18,2,1,Lost altitude after losing an engine on takeoff  and crashed into a factory yard.
9/5/1946,2:00,"Elko, Nevada",40.0146626,-74.3116763,Trans-Luxury Airlines,850,New York City - San Francisco,Douglas DC-3 (C-47-A5-DL),NC57850,9214,22,19,3,21,18,3,0,The aircraft lost contact with the ground in fog and crashed into a hillside while attempting to land at Elko Airport. A two-year-old boy was the only survivor. The pilot continued the approach after losing visual contact with the airport due to fog. Unfamiliarity of the pilot with the terrain. Insufficent fuel aboard to proceed to an alternate landing site.
9/7/1946,,"Bathurst, Gambia",35.8598629,14.4888722,British South American Airways,,"Bathrust, - Argentina",Avro 685 York I,G-AHEW,1300,24,20,4,24,20,4,0,"The aircraft crashed shortly after takeoff after a loss of control by  the captain.  Loss of control by the captain for unknown reasons with mishandling of the controls the most likely explanation. The aircraft was named ""Star Leader."""
9/7/1946,,"Nome, Alaska",49.4435261,1.0984309,Mt. McKinley Airfreight,,,Douglas C-47A,,,4,2,2,4,2,2,0,The cargo plane went off course and struck a fog covered mountain as it circled to land.
9/15/1946,,"Estevan, Saskatchewan, Canada",41.5067003,-90.5151342,Military - Royal Canadian Air Force,,,Douglas C-47A Dakota,962,12544,21,NULL,NULL,21,NULL,NULL,0,The pilot lost control of the aircraft after attempting a go-around maneuver.
9/17/1946,1:17,"Brussels, Belgium",30.0444196,31.2357116,Sabena,,Brussels - Croydon,Douglas C-47-DL,OO-AUR,4549,7,4,3,1,0,1,0,During its climb the plane rolled and crashed into hangers. Loss of airspeed for undetermined reasons.
